"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 24, 2016","3.840","3.950","3.960","3.610","21.86K","-2.78%"
"Aug 25, 2016","3.810","3.840","3.880","3.750","21.87K","-0.78%"
"Aug 26, 2016","3.810","3.810","3.900","3.770","14.35K","0.00%"
"Aug 27, 2016","3.780","3.810","3.850","3.620","4.91K","-0.79%"
"Aug 28, 2016","3.720","3.780","3.780","3.620","8.19K","-1.59%"
"Aug 29, 2016","3.770","3.720","3.840","3.700","3.67K","1.34%"
"Aug 30, 2016","3.810","3.770","3.850","3.740","1.58K","1.06%"
"Aug 31, 2016","3.740","3.810","3.850","3.740","1.63K","-1.84%"
"Sep 01, 2016","3.660","3.740","3.900","3.260","15.47K","-2.14%"
"Sep 02, 2016","3.840","3.660","4.350","3.650","11.82K","4.92%"
"Sep 03, 2016","3.880","3.840","3.990","3.800","7.48K","1.04%"
"Sep 04, 2016","4.020","3.880","4.080","3.850","4.92K","3.61%"
"Sep 05, 2016","3.960","4.020","4.070","3.940","1.94K","-1.49%"
"Sep 06, 2016","3.950","3.960","3.980","3.910","2.77K","-0.25%"
"Sep 07, 2016","3.960","3.950","4.030","3.910","2.16K","0.25%"
"Sep 08, 2016","4.010","3.960","4.030","3.950","0.35K","1.26%"
"Sep 09, 2016","3.960","4.010","4.020","3.940","1.70K","-1.25%"
"Sep 10, 2016","3.960","3.960","4.000","3.950","0.08K","0.00%"
"Sep 11, 2016","3.900","3.960","4.040","3.860","5.01K","-1.52%"
"Sep 12, 2016","3.880","3.900","3.960","3.770","3.61K","-0.51%"
"Sep 13, 2016","3.810","3.880","3.880","3.800","1.45K","-1.80%"
"Sep 14, 2016","3.850","3.810","3.850","3.800","0.21K","1.05%"
"Sep 15, 2016","3.810","3.850","3.950","3.810","2.62K","-1.04%"
"Sep 16, 2016","3.810","3.810","3.890","3.800","1.41K","0.00%"
"Sep 17, 2016","3.820","3.810","3.880","3.810","0.91K","0.26%"
"Sep 18, 2016","3.870","3.820","3.870","3.810","5.45K","1.31%"
"Sep 19, 2016","3.860","3.870","3.930","3.800","1.90K","-0.26%"
"Sep 20, 2016","4.000","3.860","4.000","3.760","11.16K","3.63%"
"Sep 21, 2016","3.820","4.000","6.720","3.610","9.97K","-4.50%"
"Sep 22, 2016","3.790","3.760","5.050","3.760","10.63K","-0.79%"
"Sep 23, 2016","3.830","3.790","4.200","3.770","3.09K","1.06%"
"Sep 24, 2016","3.870","3.830","4.060","3.830","1.21K","1.04%"
"Sep 25, 2016","3.800","3.870","3.870","3.800","1.05K","-1.81%"
"Sep 26, 2016","3.920","3.800","4.000","3.790","3.54K","3.16%"
"Sep 27, 2016","3.830","3.920","3.920","3.790","4.21K","-2.30%"
"Sep 28, 2016","3.810","3.830","3.900","3.790","1.39K","-0.52%"
"Sep 29, 2016","3.860","3.810","3.880","3.810","0.44K","1.31%"
"Sep 30, 2016","3.810","3.860","3.870","3.800","4.68K","-1.30%"
"Oct 01, 2016","3.850","3.810","3.860","3.810","1.66K","1.05%"
"Oct 02, 2016","3.830","3.850","3.860","3.820","0.41K","-0.52%"
"Oct 03, 2016","3.830","3.830","3.940","3.830","3.39K","0.00%"
"Oct 04, 2016","3.850","3.830","3.900","3.810","9.82K","0.52%"
"Oct 05, 2016","3.880","3.850","3.910","3.790","4.82K","0.78%"
"Oct 06, 2016","3.820","3.880","3.880","3.780","9.51K","-1.55%"
"Oct 07, 2016","3.820","3.820","3.870","3.800","0.90K","0.00%"
"Oct 08, 2016","3.860","3.820","3.880","3.800","1.94K","1.05%"
"Oct 09, 2016","3.800","3.860","3.860","3.800","0.27K","-1.55%"
"Oct 10, 2016","3.790","3.840","3.840","3.790","2.18K","-0.26%"
"Oct 11, 2016","3.830","3.790","3.840","3.750","2.71K","1.06%"
"Oct 12, 2016","3.800","3.830","3.830","3.790","2.88K","-0.78%"
"Oct 13, 2016","3.830","3.800","3.930","3.800","10.01K","0.79%"
"Oct 14, 2016","3.820","3.830","3.920","3.820","0.18K","-0.26%"
"Oct 15, 2016","3.920","3.820","3.940","3.820","0.39K","2.62%"
"Oct 16, 2016","3.880","3.920","3.940","3.860","0.09K","-1.02%"
"Oct 17, 2016","3.820","3.880","3.940","3.820","1.10K","-1.55%"
"Oct 18, 2016","3.910","3.820","3.910","3.800","3.06K","2.36%"
"Oct 19, 2016","3.790","3.910","3.910","3.790","4.95K","-3.07%"
"Oct 20, 2016","3.800","3.790","3.810","3.780","1.12K","0.26%"
"Oct 21, 2016","3.790","3.800","3.810","3.750","2.39K","-0.26%"
"Oct 22, 2016","3.840","3.790","3.880","3.750","4.55K","1.32%"
