"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 04, 2017","43.79","47.85","75.58","43.33","44.06K","-8.48%"
"Mar 05, 2017","42.77","43.79","44.97","40.00","23.85K","-2.33%"
"Mar 06, 2017","46.38","42.77","47.58","42.77","19.30K","8.44%"
"Mar 07, 2017","45.93","46.38","46.89","43.54","6.51K","-0.97%"
"Mar 08, 2017","42.50","45.93","45.93","42.00","5.78K","-7.47%"
"Mar 09, 2017","51.66","42.50","53.97","41.40","37.39K","21.55%"
"Mar 10, 2017","50.24","51.66","56.99","43.00","24.51K","-2.75%"
"Mar 11, 2017","72.00","50.24","74.18","50.00","80.18K","43.31%"
"Mar 12, 2017","78.00","72.00","80.99","64.50","37.16K","8.33%"
"Mar 13, 2017","75.00","78.00","82.10","69.23","57.28K","-3.85%"
"Mar 14, 2017","88.70","75.00","93.27","73.01","104.01K","18.27%"
"Mar 15, 2017","96.85","88.70","105.42","85.51","270.15K","9.19%"
"Mar 16, 2017","89.00","96.85","99.45","79.34","202.69K","-8.11%"
"Mar 17, 2017","96.00","89.00","99.10","79.60","142.65K","7.87%"
"Mar 18, 2017","107.91","96.00","115.00","91.63","308.12K","12.41%"
"Mar 19, 2017","104.99","107.91","112.13","96.00","143.08K","-2.71%"
"Mar 20, 2017","98.15","104.99","109.99","98.00","67.12K","-6.51%"
"Mar 21, 2017","95.00","98.15","103.00","89.45","165.45K","-3.21%"
"Mar 22, 2017","101.10","95.00","108.00","88.91","114.70K","6.42%"
"Mar 23, 2017","101.52","101.10","103.02","97.50","22.78K","0.42%"
"Mar 24, 2017","94.40","101.52","107.79","85.01","137.83K","-7.01%"
"Mar 25, 2017","93.15","94.40","99.84","86.10","64.38K","-1.32%"
"Mar 26, 2017","93.93","93.15","95.71","90.00","35.96K","0.84%"
"Mar 27, 2017","84.32","93.93","93.93","76.26","183.43K","-10.23%"
"Mar 28, 2017","86.92","84.32","90.00","80.28","46.40K","3.08%"
"Mar 29, 2017","84.40","86.92","87.60","82.00","86.95K","-2.90%"
"Mar 30, 2017","78.78","84.40","85.00","75.60","106.60K","-6.66%"
"Mar 31, 2017","72.45","78.78","78.78","64.80","289.71K","-8.04%"
"Apr 01, 2017","68.23","72.45","72.80","66.50","62.88K","-5.82%"
"Apr 02, 2017","57.00","68.23","70.47","53.80","217.50K","-16.46%"
"Apr 03, 2017","63.87","57.00","68.20","47.53","339.73K","12.05%"
"Apr 04, 2017","69.49","63.87","72.22","56.51","176.30K","8.80%"
"Apr 05, 2017","75.39","69.49","79.00","65.48","127.16K","8.49%"
"Apr 06, 2017","67.09","75.39","75.50","65.20","88.72K","-11.01%"
"Apr 07, 2017","67.40","67.09","71.20","65.00","51.62K","0.46%"
"Apr 08, 2017","68.49","67.40","70.90","66.62","43.78K","1.62%"
"Apr 09, 2017","66.38","68.49","69.99","65.78","32.09K","-3.08%"
"Apr 10, 2017","62.89","66.38","67.00","60.55","54.70K","-5.26%"
"Apr 11, 2017","62.00","62.89","64.29","60.45","57.84K","-1.42%"
"Apr 12, 2017","69.67","62.00","69.89","60.51","125.21K","12.37%"
"Apr 13, 2017","73.50","69.67","77.77","66.96","142.69K","5.50%"
"Apr 14, 2017","72.72","73.50","74.79","70.10","73.14K","-1.06%"
"Apr 15, 2017","76.79","72.72","80.00","71.02","67.91K","5.60%"
"Apr 16, 2017","77.06","76.79","78.77","75.81","29.15K","0.35%"
"Apr 17, 2017","78.20","77.06","79.31","75.53","26.68K","1.48%"
"Apr 18, 2017","75.66","78.20","78.90","73.11","37.62K","-3.25%"
"Apr 19, 2017","74.90","75.66","78.97","74.75","15.16K","-1.00%"
"Apr 20, 2017","75.70","74.90","76.50","74.05","17.66K","1.07%"
"Apr 21, 2017","76.15","75.70","77.96","74.86","32.28K","0.59%"
"Apr 22, 2017","77.30","76.15","78.00","75.51","16.32K","1.51%"
"Apr 23, 2017","76.83","77.30","78.40","76.40","9.87K","-0.61%"
"Apr 24, 2017","77.79","76.83","78.10","76.00","21.69K","1.25%"
"Apr 25, 2017","78.23","77.79","78.80","77.08","25.66K","0.57%"
"Apr 26, 2017","78.32","78.23","78.60","76.42","16.32K","0.12%"
"Apr 27, 2017","85.27","78.32","89.00","77.55","74.89K","8.87%"
"Apr 28, 2017","85.69","85.27","87.07","82.76","39.87K","0.49%"
"Apr 29, 2017","102.46","85.69","109.27","85.69","260.31K","19.57%"
"Apr 30, 2017","98.01","102.46","105.30","95.65","62.50K","-4.34%"
"May 01, 2017","94.82","98.01","103.50","90.01","124.24K","-3.25%"
"May 02, 2017","92.40","94.82","96.48","90.06","93.95K","-2.55%"
"May 03, 2017","97.57","92.40","97.80","91.01","89.21K","5.60%"
"May 04, 2017","97.36","97.57","101.97","92.75","133.12K","-0.22%"
"May 05, 2017","98.38","97.36","108.20","95.50","149.58K","1.05%"
"May 06, 2017","100.98","98.38","103.03","97.21","34.82K","2.64%"
"May 07, 2017","108.70","100.98","114.00","99.01","108.21K","7.65%"
"May 08, 2017","100.00","108.70","109.70","96.50","72.06K","-8.00%"
"May 09, 2017","92.78","100.00","102.96","82.00","149.65K","-7.22%"
"May 10, 2017","91.93","92.78","97.41","90.92","28.95K","-0.92%"
"May 11, 2017","92.29","91.93","95.09","90.30","28.05K","0.39%"
"May 12, 2017","88.00","92.29","93.95","87.13","22.56K","-4.65%"
"May 13, 2017","91.16","88.00","91.21","85.40","40.15K","3.59%"
"May 14, 2017","91.05","91.16","93.00","90.00","4.66K","-0.12%"
"May 15, 2017","94.00","91.05","94.00","83.03","44.25K","3.24%"
"May 16, 2017","87.37","94.00","94.00","86.52","15.00K","-7.05%"
"May 17, 2017","85.05","87.37","95.00","80.17","81.88K","-2.66%"
"May 18, 2017","92.45","85.05","92.98","84.63","33.53K","8.70%"
"May 19, 2017","98.35","92.45","102.50","90.00","90.50K","6.38%"
"May 20, 2017","100.64","98.35","106.00","98.35","62.01K","2.33%"
"May 21, 2017","100.81","100.64","102.14","97.50","28.44K","0.17%"
"May 22, 2017","116.60","100.81","143.93","95.00","362.78K","15.66%"
"May 23, 2017","133.73","116.60","139.00","114.00","120.20K","14.69%"
"May 24, 2017","142.13","133.73","166.84","133.73","187.82K","6.28%"
"May 25, 2017","117.98","142.13","144.02","116.00","127.69K","-16.99%"
"May 26, 2017","109.67","117.98","135.00","106.45","88.82K","-7.04%"
"May 27, 2017","96.50","109.67","113.80","84.00","139.66K","-12.01%"
"May 28, 2017","102.24","96.50","112.33","96.00","61.23K","5.95%"
"May 29, 2017","114.65","102.24","116.00","99.03","47.39K","12.14%"
"May 30, 2017","118.23","114.65","124.64","112.00","74.22K","3.12%"
"May 31, 2017","131.15","118.23","138.43","110.02","79.05K","10.93%"
"Jun 01, 2017","131.12","131.15","144.19","125.00","75.18K","-0.02%"
"Jun 02, 2017","141.93","131.12","141.97","130.01","36.80K","8.24%"
"Jun 03, 2017","140.17","141.93","145.00","138.00","29.48K","-1.24%"
"Jun 04, 2017","142.37","140.17","142.38","136.00","19.92K","1.57%"
"Jun 05, 2017","142.13","142.37","144.88","137.92","30.14K","-0.17%"
"Jun 06, 2017","144.69","142.13","146.60","129.00","98.39K","1.80%"
"Jun 07, 2017","137.22","144.69","152.60","133.44","79.78K","-5.16%"
"Jun 08, 2017","144.05","137.22","144.99","135.22","23.35K","4.98%"
"Jun 09, 2017","148.61","144.05","149.75","143.35","16.46K","3.17%"
"Jun 10, 2017","146.80","148.61","151.92","141.29","33.39K","-1.22%"
"Jun 11, 2017","186.00","146.80","199.00","146.80","265.07K","26.70%"
"Jun 12, 2017","165.33","186.00","194.65","150.00","91.39K","-11.11%"
"Jun 13, 2017","180.90","165.33","181.70","164.09","58.88K","9.42%"
"Jun 14, 2017","156.71","180.90","190.00","146.55","163.36K","-13.37%"
"Jun 15, 2017","157.00","156.71","160.90","132.03","63.92K","0.19%"
"Jun 16, 2017","159.72","157.00","162.00","149.26","18.53K","1.73%"
"Jun 17, 2017","178.00","159.72","185.60","153.00","73.97K","11.45%"
"Jun 18, 2017","188.00","178.00","188.00","169.00","40.20K","5.62%"
"Jun 19, 2017","195.31","188.00","198.00","185.93","69.28K","3.89%"
"Jun 20, 2017","188.53","195.31","199.00","180.00","42.76K","-3.47%"
"Jun 21, 2017","178.38","188.53","193.56","169.00","27.78K","-5.38%"
"Jun 22, 2017","181.05","178.38","186.50","173.50","17.99K","1.50%"
"Jun 23, 2017","185.00","181.05","189.78","179.73","10.46K","2.18%"
"Jun 24, 2017","175.03","185.00","185.90","170.50","13.60K","-5.39%"
"Jun 25, 2017","165.32","175.03","176.77","159.00","42.27K","-5.55%"
"Jun 26, 2017","161.16","165.32","167.45","141.15","66.64K","-2.52%"
"Jun 27, 2017","172.20","161.16","172.76","142.25","57.18K","6.85%"
"Jun 28, 2017","181.17","172.20","183.03","166.62","52.98K","5.21%"
