"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 24, 2021","46,528.56","46,735.66","47,108.43","46,142.33","-","-0.54%"
"Aug 23, 2021","46,781.93","46,556.38","47,755.55","46,323.29","-","0.43%"
"Aug 22, 2021","46,579.31","46,169.92","46,763.60","45,525.28","-","0.84%"
"Aug 21, 2021","46,192.48","48,842.63","49,206.76","46,192.48","-","-5.38%"
"Aug 20, 2021","48,817.55","46,285.18","48,841.64","46,198.79","-","5.47%"
"Aug 19, 2021","46,284.71","42,094.45","46,523.96","41,354.00","-","10.00%"
"Aug 18, 2021","42,075.62","43,789.10","45,784.17","39,862.36","-","-3.91%"
"Aug 17, 2021","43,789.10","46,091.33","46,628.13","36,265.90","-","-5.13%"
"Aug 16, 2021","46,154.87","32,910.44","47,498.57","32,771.77","-","40.24%"
"Aug 15, 2021","32,910.44","32,956.92","33,144.18","31,919.97","-","-0.09%"
"Aug 14, 2021","32,941.41","33,461.04","33,654.09","32,288.05","-","-1.55%"
"Aug 13, 2021","33,461.04","31,097.51","33,477.04","30,973.67","-","7.65%"
"Aug 12, 2021","31,083.70","31,890.89","32,347.74","30,688.51","-","-2.62%"
"Aug 11, 2021","31,919.97","31,905.42","32,710.51","31,760.66","-","0.09%"
"Aug 10, 2021","31,890.89","32,407.64","32,649.49","31,278.15","-","-1.73%"
"Aug 09, 2021","32,452.71","30,675.07","32,513.00","29,965.97","-","5.89%"
"Aug 08, 2021","30,648.21","31,194.52","31,688.77","30,316.37","-","-1.75%"
"Aug 07, 2021","31,194.52","29,940.33","31,278.15","29,762.12","-","4.10%"
"Aug 06, 2021","29,965.97","28,606.66","30,342.65","27,955.47","-","4.79%"
"Aug 05, 2021","28,594.97","27,822.14","28,937.78","26,197.79","-","2.78%"
"Aug 04, 2021","27,822.14","26,748.38","27,966.64","26,296.21","-","4.21%"
"Aug 03, 2021","26,697.37","32,422.90","32,938.57","26,365.54","-","-17.72%"
"Aug 02, 2021","32,448.29","33,017.34","33,511.53","32,071.43","-","-2.00%"
"Aug 01, 2021","33,109.71","34,694.03","35,596.42","32,756.23","-","-4.67%"
"Jul 31, 2021","34,733.08","34,912.23","35,695.75","34,105.60","-","-0.69%"
"Jul 30, 2021","34,973.58","35,907.49","36,080.89","30,245.33","-","-2.44%"
"Jul 29, 2021","35,850.06","35,850.66","36,418.56","35,272.42","-","-0.08%"
"Jul 28, 2021","35,879.35","35,355.88","36,596.94","34,847.45","-","1.64%"
"Jul 27, 2021","35,300.20","33,418.75","35,300.20","32,663.94","-","5.55%"
"Jul 26, 2021","33,443.68","31,088.32","36,285.92","30,970.03","-","7.69%"
"Jul 25, 2021","31,054.28","29,658.19","31,074.49","29,361.45","-","7.00%"
"Jul 24, 2021","29,021.98","28,411.63","29,061.29","28,237.89","-","2.25%"
"Jul 23, 2021","28,382.01","26,339.96","28,382.01","26,132.97","-","7.76%"
"Jul 22, 2021","26,338.66","25,798.01","26,517.55","25,618.94","-","2.17%"
"Jul 21, 2021","25,780.33","24,573.62","26,511.36","24,389.76","-","4.95%"
"Jul 20, 2021","24,565.55","24,685.48","24,846.37","23,642.94","-","-0.39%"
"Jul 19, 2021","24,662.66","24,944.23","26,295.58","23,984.27","-","-1.10%"
"Jul 18, 2021","24,936.31","25,623.31","26,361.47","21,986.55","-","-2.68%"
